File,Column,Minimum,Maximum
571_Charge16.csv,Voltage,4.07437,4.19995
571_Charge16.csv,Current,0.0,2.99853
571_Charge16.csv,Temperature,9.04363,24.29162
571_Charge16.csv,Capacity,0.0,0.38621
571_Charge16.csv,WhAccu,0.0,1.61973
571_Charge16.csv,Cnt,7.0,8.0
571_Charge16.csv,Power,0.0,12.572956231200001
571_Mixed4.csv,Voltage,2.79976,4.20484
571_Mixed4.csv,Current,-18.09828,6.00472
571_Mixed4.csv,Temperature,9.04363,11.98807
571_Mixed4.csv,Capacity,-2.36085,-4e-05
571_Mixed4.csv,WhAccu,-8.32064,-0.00015
571_Mixed4.csv,Cnt,2.0,2.0
571_Mixed4.csv,Power,-50.8621144363,25.1731990854
571_Mixed5.csv,Voltage,2.79976,4.20821
571_Mixed5.csv,Current,-16.90296,5.99961
571_Mixed5.csv,Temperature,9.14879,11.6726
571_Mixed5.csv,Capacity,-2.36112,-0.0
571_Mixed5.csv,WhAccu,-8.35055,-0.0
571_Mixed5.csv,Cnt,3.0,3.0
571_Mixed5.csv,Power,-50.862673237799996,25.0362525378
571_Mixed6.csv,Voltage,2.9041,4.2399
571_Mixed6.csv,Current,-17.50317,5.99961
571_Mixed6.csv,Temperature,9.04363,11.6726
571_Mixed6.csv,Capacity,-2.3609,-0.0
571_Mixed6.csv,WhAccu,-8.31851,-0.0
571_Mixed6.csv,Cnt,4.0,4.0
571_Mixed6.csv,Power,-50.8650388785,24.9649811622
571_Mixed7.csv,Voltage,3.01096,4.19995
571_Mixed7.csv,Current,-16.88253,5.99961
571_Mixed7.csv,Temperature,9.04363,11.35712
571_Mixed7.csv,Capacity,-2.36088,-0.0
571_Mixed7.csv,WhAccu,-8.32401,-0.0
571_Mixed7.csv,Cnt,5.0,5.0
571_Mixed7.csv,Power,-50.8655308974,25.182314616600003
571_Mixed8.csv,Voltage,3.0472,4.22001
571_Mixed8.csv,Current,-16.04224,5.99961
571_Mixed8.csv,Temperature,8.93848,11.25196
571_Mixed8.csv,Capacity,-2.36084,-3e-05
571_Mixed8.csv,WhAccu,-8.36936,-0.00013
571_Mixed8.csv,Cnt,6.0,6.0
571_Mixed8.csv,Power,-50.847154632,25.1833341168
571_PausCycl.csv,Voltage,3.8069,4.20484
571_PausCycl.csv,Current,-7.18465,4.14788
571_PausCycl.csv,Temperature,8.623,9.8849
571_PausCycl.csv,Capacity,-0.37278,-0.0
571_PausCycl.csv,WhAccu,-1.46138,-0.0
571_PausCycl.csv,Cnt,7.0,7.0
571_PausCycl.csv,Power,-27.3704561436,17.405991950200004
575_C20DisCh.csv,Voltage,2.79993,4.19995
575_C20DisCh.csv,Current,-0.14814,0.14558
575_C20DisCh.csv,Temperature,8.623,9.46427
575_C20DisCh.csv,Capacity,-2.64881,0.04706
575_C20DisCh.csv,WhAccu,-9.8772,0.34483
575_C20DisCh.csv,Cnt,13.0,13.0
575_C20DisCh.csv,Power,-0.6166905246,0.6106440448
575_Dis_0p5C.csv,Voltage,2.79993,4.19995
575_Dis_0p5C.csv,Current,-1.45072,2.89892
575_Dis_0p5C.csv,Temperature,8.83332,24.81741
575_Dis_0p5C.csv,Capacity,-2.51684,2.58282
575_Dis_0p5C.csv,WhAccu,-8.99404,10.09786
575_Dis_0p5C.csv,Cnt,14.0,15.0
575_Dis_0p5C.csv,Power,-5.880410138599999,12.1684776028
575_Dis_2C.csv,Voltage,2.79993,4.19995
575_Dis_2C.csv,Current,-5.80034,2.89892
575_Dis_2C.csv,Temperature,8.93848,24.81741
575_Dis_2C.csv,Capacity,-2.49088,2.4981
575_Dis_2C.csv,WhAccu,-8.54826,9.80416
575_Dis_2C.csv,Cnt,16.0,18.0
575_Dis_2C.csv,Power,-22.1888526496,12.1435975356
575_HPPC.csv,Voltage,2.79993,4.20012
575_HPPC.csv,Current,-17.40101,5.80039
575_HPPC.csv,Temperature,8.623,24.81741
575_HPPC.csv,Capacity,-2.59535,2.6102
575_HPPC.csv,WhAccu,-9.1106,10.19524
575_HPPC.csv,Cnt,12.0,13.0
575_HPPC.csv,Power,-63.595297236899995,24.3271256795
576_Cap_1C.csv,Voltage,2.79993,4.1922
576_Cap_1C.csv,Current,-3.00106,0.0
576_Cap_1C.csv,Temperature,9.14879,11.04165
576_Cap_1C.csv,Capacity,-2.54654,0.0
576_Cap_1C.csv,WhAccu,-9.04676,0.0
576_Cap_1C.csv,Cnt,1.0,1.0
576_Cap_1C.csv,Power,-12.035300970999998,0.0
576_Charge1.csv,Voltage,4.18428,4.19995
576_Charge1.csv,Current,0.0,0.19922
576_Charge1.csv,Temperature,8.93848,23.76583
576_Charge1.csv,Capacity,0.0,0.01161
576_Charge1.csv,WhAccu,0.0,0.04878
576_Charge1.csv,Cnt,1.0,2.0
576_Charge1.csv,Power,0.0,0.8367140390000001
576_Charge2.csv,Voltage,3.14187,4.19995
576_Charge2.csv,Current,0.0,2.99853
576_Charge2.csv,Temperature,8.93848,24.81741
576_Charge2.csv,Capacity,0.0,2.54491
576_Charge2.csv,WhAccu,0.0,9.9742
576_Charge2.csv,Cnt,1.0,2.0
576_Charge2.csv,Power,0.0,12.549207873600002
576_Charge3.csv,Voltage,3.28633,4.19995
576_Charge3.csv,Current,0.0,3.00108
576_Charge3.csv,Temperature,8.83332,24.92257
576_Charge3.csv,Capacity,0.0,2.44115
576_Charge3.csv,WhAccu,0.0,9.61021
576_Charge3.csv,Cnt,2.0,3.0
576_Charge3.csv,Power,0.0,12.555264904200001
576_Charge4.csv,Voltage,3.30673,4.19995
576_Charge4.csv,Current,0.0,2.99853
576_Charge4.csv,Temperature,8.93848,24.81741
576_Charge4.csv,Capacity,0.0,2.4272
576_Charge4.csv,WhAccu,0.0,9.56022
576_Charge4.csv,Cnt,3.0,4.0
576_Charge4.csv,Power,0.0,12.5734659813
576_HWFET.csv,Voltage,3.00018,4.19995
576_HWFET.csv,Current,-6.88072,5.99961
576_HWFET.csv,Temperature,8.83332,10.41069
576_HWFET.csv,Capacity,-2.41923,-0.0
576_HWFET.csv,WhAccu,-8.73639,-0.0
576_HWFET.csv,Cnt,3.0,3.0
576_HWFET.csv,Power,-22.530739189000002,24.6526974135
576_UDDS.csv,Voltage,2.98214,4.2013
576_UDDS.csv,Current,-8.96485,5.07758
576_UDDS.csv,Temperature,8.93848,10.09522
576_UDDS.csv,Capacity,-2.41922,-0.0
576_UDDS.csv,WhAccu,-8.72141,-1e-05
576_UDDS.csv,Cnt,2.0,2.0
576_UDDS.csv,Power,-27.3732955065,17.8086978856
582_LA92.csv,Voltage,2.8837,4.23451
582_LA92.csv,Current,-13.23274,6.00217
582_LA92.csv,Temperature,8.93848,10.83133
582_LA92.csv,Capacity,-2.41503,-0.0
582_LA92.csv,WhAccu,-8.46247,-0.0
582_LA92.csv,Cnt,2.0,2.0
582_LA92.csv,Power,-38.787004952400004,25.181295116400005
549_C20DisCh.csv,Voltage,2.79993,4.20012
549_C20DisCh.csv,Current,-0.15325,0.15069
549_C20DisCh.csv,Temperature,23.55551,24.29162
549_C20DisCh.csv,Capacity,-2.78074,0.1902
549_C20DisCh.csv,WhAccu,-10.3028,0.89233
549_C20DisCh.csv,Cnt,13.0,13.0
549_C20DisCh.csv,Power,-0.6395137824999999,0.6327638859
549_Charge.csv,Voltage,2.90808,4.19995
549_Charge.csv,Current,0.0,3.00108
549_Charge.csv,Temperature,23.34519,27.44638
549_Charge.csv,Capacity,0.0,2.81804
549_Charge.csv,WhAccu,0.0,10.95251
549_Charge.csv,Cnt,11.0,18.0
549_Charge.csv,Power,0.0,12.5916670584
549_Dis_0p5C.csv,Voltage,2.79993,4.10828
549_Dis_0p5C.csv,Current,-1.49925,-1.4967
549_Dis_0p5C.csv,Temperature,23.87099,25.02773
549_Dis_0p5C.csv,Capacity,-2.56049,0.16524
549_Dis_0p5C.csv,WhAccu,-9.15949,0.78937
549_Dis_0p5C.csv,Cnt,14.0,14.0
549_Dis_0p5C.csv,Power,-6.15933879,-4.190655230999999
549_Dis_2C.csv,Voltage,2.79993,3.92674
549_Dis_2C.csv,Current,-5.99956,-5.997
549_Dis_2C.csv,Temperature,24.18646,27.86701
549_Dis_2C.csv,Capacity,-2.68077,-0.09997
549_Dis_2C.csv,WhAccu,-9.39094,-0.39635
549_Dis_2C.csv,Cnt,16.0,16.0
549_Dis_2C.csv,Power,-23.5587122344,-16.7983480308
549_HPPC.csv,Voltage,2.79453,4.20012
549_HPPC.csv,Current,-18.00122,5.99961
549_HPPC.csv,Temperature,23.34519,24.71226
549_HPPC.csv,Capacity,-2.77441,0.0
549_HPPC.csv,WhAccu,-9.83516,0.0
549_HPPC.csv,Cnt,12.0,12.0
549_HPPC.csv,Power,-68.38015434079999,25.185373117200005
551_Cap_1C.csv,Voltage,2.79993,4.19271
551_Cap_1C.csv,Current,-3.00106,0.0
551_Cap_1C.csv,Temperature,23.76583,25.44836
551_Cap_1C.csv,Capacity,-2.72639,0.0
551_Cap_1C.csv,WhAccu,-9.81497,0.0
551_Cap_1C.csv,Cnt,2.0,2.0
551_Cap_1C.csv,Power,-12.2826483362,0.0
551_Charge1.csv,Voltage,4.18242,4.19995
551_Charge1.csv,Current,0.0,0.23498
551_Charge1.csv,Temperature,23.55551,24.0813
551_Charge1.csv,Capacity,0.0,0.01444
551_Charge1.csv,WhAccu,0.0,0.06065
551_Charge1.csv,Cnt,1.0,2.0
551_Charge1.csv,Power,0.0,0.986904251
551_Charge2.csv,Voltage,3.07394,4.19995
551_Charge2.csv,Current,0.0,3.00108
551_Charge2.csv,Temperature,23.45035,25.02773
551_Charge2.csv,Capacity,0.0,2.7319
551_Charge2.csv,WhAccu,0.0,10.6458
551_Charge2.csv,Cnt,2.0,3.0
551_Charge2.csv,Power,0.0,12.5481883734
551_Charge3.csv,Voltage,3.20205,4.19995
551_Charge3.csv,Current,0.0,3.00108
551_Charge3.csv,Temperature,23.66067,25.23805
551_Charge3.csv,Capacity,0.0,2.63296
551_Charge3.csv,WhAccu,0.0,10.30101
551_Charge3.csv,Cnt,3.0,4.0
551_Charge3.csv,Power,0.0,12.5481883734
551_Charge4.csv,Voltage,4.18192,4.19979
551_Charge4.csv,Current,0.0,0.23753
551_Charge4.csv,Temperature,23.45035,24.0813
551_Charge4.csv,Capacity,0.0,0.01476
551_Charge4.csv,WhAccu,0.0,0.062
551_Charge4.csv,Cnt,4.0,5.0
551_Charge4.csv,Power,0.0,0.9975761187
551_Charge5.csv,Voltage,3.21486,4.19995
551_Charge5.csv,Current,0.0,3.00108
551_Charge5.csv,Temperature,23.55551,25.23805
551_Charge5.csv,Capacity,0.0,2.60915
551_Charge5.csv,WhAccu,0.0,10.21606
551_Charge5.csv,Cnt,5.0,6.0
551_Charge5.csv,Power,0.0,12.577004246700001
551_Charge6.csv,Voltage,3.22633,4.19995
551_Charge6.csv,Current,0.0,3.00108
551_Charge6.csv,Temperature,23.34519,25.23805
551_Charge6.csv,Capacity,0.0,2.60902
551_Charge6.csv,WhAccu,0.0,10.21507
551_Charge6.csv,Cnt,6.0,7.0
551_Charge6.csv,Power,0.0,12.577004246700001
551_Charge7.csv,Voltage,3.20391,4.19995
551_Charge7.csv,Current,0.0,3.00108
551_Charge7.csv,Temperature,23.55551,25.02773
551_Charge7.csv,Capacity,0.0,2.61553
551_Charge7.csv,WhAccu,0.0,10.23778
551_Charge7.csv,Cnt,7.0,8.0
551_Charge7.csv,Power,0.0,12.570947216100002
551_Charge8.csv,Voltage,3.21335,4.19995
551_Charge8.csv,Current,0.0,3.00108
551_Charge8.csv,Temperature,23.45035,25.02773
551_Charge8.csv,Capacity,0.0,2.61443
551_Charge8.csv,WhAccu,0.0,10.23363
551_Charge8.csv,Cnt,8.0,9.0
551_Charge8.csv,Power,0.0,12.5719667163
551_HWFET.csv,Voltage,4.18495,4.18563
551_HWFET.csv,Current,0.0,0.0
551_HWFET.csv,Temperature,23.66067,23.97615
551_HWFET.csv,Capacity,0.0,0.0
551_HWFET.csv,WhAccu,0.0,0.0
