File,Temperature,Rows,Columns,Missing_Cells,Duplicate_Rows,Min_Voltage,Max_Voltage,Min_Current,Max_Current,Min_Temperature,Max_Temperature
571_Charge13.csv,10degC,206,16,206,3,3.34432,4.19995,0.0,3.00108,8.83332,25.02773
571_Charge14.csv,10degC,206,16,206,3,3.3482,4.19995,0.0,3.00108,8.83332,25.13289
571_Charge15.csv,10degC,206,16,206,3,3.34702,4.19995,0.0,3.00108,8.93848,24.92257
571_Charge16.csv,10degC,152,16,152,3,4.07437,4.19995,0.0,2.99853,9.04363,24.29162
571_Mixed4.csv,10degC,73929,16,73929,1,2.79976,4.20484,-18.09828,6.00472,9.04363,11.98807
571_Mixed5.csv,10degC,67174,16,67174,1,2.79976,4.20821,-16.90296,5.99961,9.14879,11.6726
571_Mixed6.csv,10degC,73921,16,73921,1,2.9041,4.2399,-17.50317,5.99961,9.04363,11.6726
571_Mixed7.csv,10degC,69325,16,69325,1,3.01096,4.19995,-16.88253,5.99961,9.04363,11.35712
571_Mixed8.csv,10degC,81422,16,81422,0,3.0472,4.22001,-16.04224,5.99961,8.93848,11.25196
571_PausCycl.csv,10degC,27831,16,27831,1,3.8069,4.20484,-7.18465,4.14788,8.623,9.8849
575_C20DisCh.csv,10degC,2337,16,2337,1,2.79993,4.19995,-0.14814,0.14558,8.623,9.46427
575_Dis_0p5C.csv,10degC,318,16,318,3,2.79993,4.19995,-1.45072,2.89892,8.83332,24.81741
575_Dis_2C.csv,10degC,236,16,236,3,2.79993,4.19995,-5.80034,2.89892,8.93848,24.81741
575_HPPC.csv,10degC,44219,16,44219,206,2.79993,4.20012,-17.40101,5.80039,8.623,24.81741
576_Cap_1C.csv,10degC,375,16,375,0,2.79993,4.1922,-3.00106,0.0,9.14879,11.04165
576_Charge1.csv,10degC,130,16,130,1,4.18428,4.19995,0.0,0.19922,8.93848,23.76583
576_Charge2.csv,10degC,209,16,209,3,3.14187,4.19995,0.0,2.99853,8.93848,24.81741
576_Charge3.csv,10degC,206,16,206,2,3.28633,4.19995,0.0,3.00108,8.83332,24.92257
576_Charge4.csv,10degC,206,16,206,2,3.30673,4.19995,0.0,2.99853,8.93848,24.81741
576_HWFET.csv,10degC,52878,16,52878,1,3.00018,4.19995,-6.88072,5.99961,8.83332,10.41069
576_UDDS.csv,10degC,148898,16,148898,1,2.98214,4.2013,-8.96485,5.07758,8.93848,10.09522
582_LA92.csv,10degC,90740,16,90762,202,2.8837,4.23451,-13.23274,6.00217,8.93848,10.83133
549_C20DisCh.csv,25degC,2423,16,2423,2,2.79993,4.20012,-0.15325,0.15069,23.55551,24.29162
549_Charge.csv,25degC,857,15,0,12,2.90808,4.19995,0.0,3.00108,23.34519,27.44638
549_Dis_0p5C.csv,25degC,111,16,111,0,2.79993,4.10828,-1.49925,-1.4967,23.87099,25.02773
549_Dis_2C.csv,25degC,27,16,27,0,2.79993,3.92674,-5.99956,-5.997,24.18646,27.86701
549_HPPC.csv,25degC,48048,16,48048,233,2.79453,4.20012,-18.00122,5.99961,23.34519,24.71226
551_Cap_1C.csv,25degC,397,16,397,2,2.79993,4.19271,-3.00106,0.0,23.76583,25.44836
551_Charge1.csv,25degC,130,16,130,1,4.18242,4.19995,0.0,0.23498,23.55551,24.0813
551_Charge2.csv,25degC,213,16,213,1,3.07394,4.19995,0.0,3.00108,23.45035,25.02773
551_Charge3.csv,25degC,210,16,210,2,3.20205,4.19995,0.0,3.00108,23.66067,25.23805
551_Charge4.csv,25degC,130,16,130,0,4.18192,4.19979,0.0,0.23753,23.45035,24.0813
551_Charge5.csv,25degC,210,16,210,2,3.21486,4.19995,0.0,3.00108,23.55551,25.23805
551_Charge6.csv,25degC,210,16,210,1,3.22633,4.19995,0.0,3.00108,23.34519,25.23805
551_Charge7.csv,25degC,210,16,210,3,3.20391,4.19995,0.0,3.00108,23.55551,25.02773
551_Charge8.csv,25degC,211,16,211,2,3.21335,4.19995,0.0,3.00108,23.45035,25.02773
551_HWFET.csv,25degC,6002,16,6002,0,4.18495,4.18563,0.0,0.0,23.66067,23.97615
551_LA92.csv,25degC,100764,16,100764,1,2.85926,4.20872,-12.1447,5.99961,23.66067,25.02773
551_Mixed1.csv,25degC,77227,16,77227,1,2.92264,4.2008,-16.89019,5.99961,23.55551,25.869
551_Mixed2.csv,25degC,79172,16,79172,1,2.79942,4.20417,-16.44834,6.00217,23.55551,26.18447
551_UDDS.csv,25degC,159646,16,159646,0,2.90056,4.19995,-9.18451,5.27935,23.55551,24.71226
551_US06.csv,25degC,40155,16,40155,1,2.79976,4.20333,-17.91694,5.99961,23.76583,26.81543
552_Cap_1C.csv,25degC,393,16,393,2,2.79993,4.18579,-3.00106,0.0,23.76583,25.44836
552_Charge10.csv,25degC,209,16,209,2,3.22515,4.19995,0.0,3.00108,23.34519,25.23805
552_Charge11.csv,25degC,209,16,209,3,3.2297,4.19995,0.0,3.00108,23.45035,25.23805
552_Charge12.csv,25degC,209,16,209,2,3.22734,4.19995,0.0,3.00108,23.45035,25.13289
552_Charge13.csv,25degC,209,16,209,1,3.22633,4.19995,0.0,3.00108,23.66067,25.13289
552_Charge14.csv,25degC,209,16,209,2,3.22481,4.19995,0.0,3.00108,23.45035,25.13289
552_Charge15.csv,25degC,209,16,209,1,3.21672,4.19995,0.0,3.00108,23.45035,25.02773
552_Charge16.csv,25degC,128,16,128,1,0.0,4.19979,0.0,0.10216,23.34519,23.97615
552_Charge9.csv,25degC,213,16,213,2,3.07529,4.19995,0.0,3.00108,23.55551,25.13289
552_Mixed3.csv,25degC,73827,16,73827,0,2.99175,4.20231,-16.24401,5.99961,23.66067,25.55352
552_Mixed4.csv,25degC,80850,16,80850,0,2.88657,4.19995,-16.40236,5.99961,23.55551,25.55352
552_Mixed5.csv,25degC,72184,16,72184,0,2.79976,4.20063,-17.52872,5.99961,23.55551,26.28963
552_Mixed6.csv,25degC,78106,16,78106,1,2.97624,4.2008,-15.94518,5.99961,23.55551,25.44836
552_Mixed7.csv,25degC,73235,16,73235,1,2.97371,4.19995,-15.62592,6.00217,23.66067,25.23805
552_Mixed8.csv,25degC,85915,16,85915,0,2.79976,4.20181,-15.07168,5.99961,23.66067,25.23805
552_PausCycl.csv,25degC,63019,16,63019,4,4.18394,4.20012,0.0,0.66918,23.24004,24.0813
555_C20DisCh.csv,40degC,2342,16,2342,0,2.79993,4.19995,-0.15325,0.15069,38.17255,38.8035
555_Dis_0p5C.csv,40degC,318,16,318,2,2.79993,4.19995,-1.49925,3.00108,23.66067,39.11897
555_Dis_2C.csv,40degC,238,16,238,2,2.79993,4.19995,-5.99956,3.00108,23.55551,41.3273
555_HPPC.csv,40degC,44519,16,44519,217,2.79993,4.20012,-18.00122,5.99961,23.76583,39.11897
556_Charge1.csv,40degC,131,16,131,2,4.17922,4.19995,0.0,0.26818,23.55551,38.48802
556_Charge2.csv,40degC,212,16,212,3,3.04562,4.19995,0.0,3.00108,23.66067,38.48802
556_Charge3.csv,40degC,209,16,209,3,3.20441,4.19995,0.0,3.00108,23.66067,38.38286
556_Charge4.csv,40degC,209,16,209,3,3.23138,4.19995,0.0,3.00108,23.76583,38.48802
556_Charge5.csv,40degC,209,16,209,2,3.21014,4.19995,0.0,3.00108,23.76583,38.48802
556_Charge6.csv,40degC,209,16,209,2,3.22885,4.19995,0.0,3.00108,23.66067,38.48802
556_Charge7.csv,40degC,209,16,209,2,3.21351,4.19995,0.0,3.00108,23.66067,38.59318
556_Charge8.csv,40degC,210,16,210,3,3.2179,4.19995,0.0,3.00108,23.66067,38.59318
556_HWFET.csv,40degC,55910,16,55910,1,3.06119,4.19995,-7.1489,5.99961,38.27771,39.43445
556_LA92.csv,40degC,98637,16,98637,1,2.99158,4.20147,-11.99656,5.99961,38.27771,39.53961
556_Mixed1.csv,40degC,75341,16,75341,0,2.94422,4.20029,-16.46877,6.00217,38.38286,40.17056
556_Mixed2.csv,40degC,78956,16,78956,1,2.80718,4.2008,-16.18271,5.99961,38.27771,40.17056
556_UDDS.csv,40degC,158956,16,158956,1,2.95382,4.19995,-9.2126,5.27169,38.27771,39.01382
556_US06.csv,40degC,39961,16,39961,1,2.85319,4.2008,-17.81477,5.99961,38.38286,40.80151
557_Cap_1C.csv,40degC,369,16,369,2,2.79993,4.18276,-3.00106,0.0,-0.42063,38.38286
557_Charge10.csv,40degC,33,16,33,0,0.0,3.39337,0.0,0.0,23.76583,38.06739
557_Charge9.csv,40degC,208,16,208,1,3.25532,4.19995,0.0,3.00108,1.2619,38.48802
557_Mixed3.csv,40degC,67625,16,67625,0,3.10536,4.2013,-15.82003,5.99961,38.38286,39.96024
562_Charge10.csv,40degC,432,16,432,1,3.08102,4.19995,0.0,3.00108,18.40274,23.55551
562_Charge11.csv,40degC,144,16,144,3,4.09814,4.19995,0.0,2.52602,23.02972,23.97615
562_Charge12.csv,40degC,143,16,143,2,4.09865,4.19995,0.0,2.54134,23.34519,25.23805
562_Charge13.csv,40degC,144,16,144,1,4.09865,4.19995,0.0,2.4213,22.60908,23.97615
562_Charge14.csv,40degC,143,16,143,3,4.09865,4.19995,0.0,2.40087,22.71424,23.66067
562_Charge15.csv,40degC,144,16,144,2,4.09848,4.19995,0.0,2.40342,22.60908,23.66067
562_Charge16.csv,40degC,135,16,135,2,4.16253,4.19995,0.0,0.51849,22.8194,23.13488
562_Mixed4.csv,40degC,11327,16,11327,1,3.91039,4.19995,-6.9931,4.54888,22.92456,23.45035
562_Mixed5.csv,40degC,13087,16,13087,1,3.84769,4.20804,-10.08099,5.99706,23.87099,24.50194
562_Mixed6.csv,40degC,11761,16,11761,1,3.75768,4.21327,-13.15356,5.14909,23.24004,25.23805
562_Mixed7.csv,40degC,7848,16,7848,1,3.79122,4.19995,-13.07694,5.12611,22.71424,24.39678
562_Mixed8.csv,40degC,14385,16,14385,1,3.77605,4.20417,-12.43075,4.84515,22.8194,23.97615
562_PausCycl.csv,40degC,7925,16,7925,1,4.04018,4.20147,-4.05079,2.66394,22.8194,23.13488
593_C20DisCh.csv,n10degC,2206,16,2206,1,2.79993,4.19995,-0.15325,0.15069,-12.09323,-8.51784
593_Dis_0p5C.csv,n10degC,302,16,302,2,2.79993,4.19995,-1.49925,3.00108,-10.93649,25.65868
593_Dis_2C.csv,n10degC,219,16,219,2,2.79993,4.19995,-5.99956,3.00108,-10.09522,25.34321
593_HPPC.csv,n10degC,40084,16,40084,183,2.78813,4.20451,-11.99911,3.00108,-11.98807,26.07932
596_Cap_1C.csv,n10degC,341,16,341,2,2.79993,4.19085,-3.00106,0.0,-10.09522,-6.30951
596_Charge1.csv,n10degC,131,16,131,2,4.18512,4.19979,0.0,0.18134,-10.20038,24.50194
596_Charge2.csv,n10degC,204,16,204,2,3.44967,4.19995,0.0,3.00108,-10.20038,25.23805
596_Charge3.csv,n10degC,202,16,202,1,3.4785,4.19995,0.0,3.00108,-10.20038,25.13289
596_Charge4.csv,n10degC,202,16,202,1,3.48575,4.19995,0.0,3.00108,-10.30554,25.13289
596_Charge5.csv,n10degC,202,16,202,2,3.48423,4.19995,0.0,2.99853,-10.09522,25.13289
596_HWFET.csv,n10degC,44903,16,44903,0,2.79942,4.20097,-7.53967,3.00108,-9.99006,-7.25594
596_LA92.csv,n10degC,72098,16,72098,1,2.79403,4.2131,-11.99911,3.08026,-10.20038,-7.3611
596_UDDS.csv,n10degC,123602,16,123602,1,2.79976,4.20248,-9.74896,3.00108,-10.30554,-8.41268
601_Charge6.csv,n10degC,201,16,201,2,3.48945,4.19995,0.0,3.00108,-10.09522,25.02773
601_Charge7.csv,n10degC,201,16,201,3,3.48659,4.19995,0.0,3.00108,-10.09522,25.34321
601_Charge8.csv,n10degC,202,16,202,2,3.48811,4.19995,0.0,3.00108,-10.20038,25.34321
601_Mixed1.csv,n10degC,62622,16,62622,1,2.79942,4.20215,-11.99911,3.04961,-10.09522,-6.30951
601_Mixed2.csv,n10degC,65254,16,65254,1,2.78813,4.20956,-11.99911,3.04961,-9.99006,-5.5734
601_US06.csv,n10degC,31913,16,31913,1,2.78628,4.2008,-11.99911,3.06749,-9.99006,-4.73213
602_Cap_1C.csv,n10degC,337,16,337,2,2.79993,4.19085,-3.00106,0.0,-10.09522,-6.51983
602_Charge10.csv,n10degC,203,16,203,1,3.45237,4.19995,0.0,3.00108,-10.09522,25.13289
602_Charge11.csv,n10degC,202,16,202,1,3.48979,4.19995,0.0,3.00108,-10.09522,25.23805
602_Charge12.csv,n10degC,201,16,201,2,3.48827,4.19995,0.0,2.99853,-10.20038,25.23805
602_Charge17.csv,n10degC,131,16,131,3,4.18495,4.19979,0.0,0.18134,-10.09522,23.87099
602_Mixed4.csv,n10degC,65677,16,65677,4160,2.79453,4.2008,-11.99911,3.04961,-10.09522,-6.73015
602_Mixed5.csv,n10degC,60087,16,60087,1,2.79689,4.20821,-11.99911,3.05727,-9.99006,-5.99404
604_Charge10.csv,n10degC,202,16,202,2,3.49215,4.19995,0.0,3.00108,-10.09522,25.13289
604_Charge13.csv,n10degC,201,16,201,3,3.49198,4.19995,0.0,3.00108,-9.99006,25.13289
604_Charge14.csv,n10degC,201,16,201,1,3.49333,4.19995,0.0,3.00108,-10.09522,25.13289
604_Charge15.csv,n10degC,201,16,201,2,3.48945,4.19995,0.0,3.00108,-9.8849,25.44836
604_Charge16.csv,n10degC,153,16,153,2,4.06207,4.19995,0.0,2.99853,-10.09522,24.6071
604_Charge17.csv,n10degC,140,16,140,3,4.14348,4.19995,0.0,0.75602,-10.09522,25.55352
604_Charge9.csv,n10degC,204,16,204,2,3.45372,4.19995,0.0,3.00108,-10.09522,25.44836
604_Mixed3.csv,n10degC,55214,16,55214,0,2.79285,4.20046,-11.99911,3.05472,-10.09522,-6.41467
604_Mixed6.csv,n10degC,55968,16,55968,1,2.79066,4.20585,-12.12937,3.05472,-9.8849,-5.67856
604_Mixed7.csv,n10degC,55940,16,55940,1,2.79319,4.19995,-11.99911,3.02152,-10.09522,-5.15277
604_Mixed8.csv,n10degC,67325,16,67325,0,2.79504,4.21394,-11.99911,3.04961,-9.8849,-5.04761
604_PausCycl.csv,n10degC,22150,16,22150,1,3.36645,4.21057,-8.11945,2.90403,-9.99006,-8.83332
607_C20DisCh.csv,n20degC,2150,16,2150,1,2.79993,4.20012,-0.15325,0.15069,-22.50393,-14.51188
607_Dis_0p5C.csv,n20degC,283,16,283,1,2.79993,4.19995,-1.49925,3.00108,-21.45234,25.55352
607_Dis_2C.csv,n20degC,199,16,199,3,2.79993,4.19995,-5.99956,2.99853,-19.87496,24.81741
607_HPPC.csv,n20degC,36067,16,36067,181,2.79993,4.20012,-5.99956,3.00108,-21.34718,26.18447
610_Cap_1C.csv,n20degC,270,16,270,2,2.79993,4.1895,-3.00106,0.0,-19.98012,-15.35315
610_Charge1.csv,n20degC,130,16,130,3,4.18563,4.19979,0.0,0.17368,-19.87496,24.6071
610_Charge2.csv,n20degC,193,16,193,2,3.56817,4.19995,0.0,3.00108,-19.87496,25.13289
610_Charge3.csv,n20degC,190,16,190,0,3.59801,4.19995,0.0,3.00108,-20.2956,25.02773
610_Charge4.csv,n20degC,190,16,190,3,3.58823,4.19995,0.0,3.00108,-19.98012,24.92257
610_Charge5.csv,n20degC,190,16,190,2,3.59245,4.19995,0.0,2.99853,-20.08528,25.23805
610_Charge6.csv,n20degC,191,16,191,2,3.58823,4.19995,0.0,2.99853,-20.08528,24.92257
610_Charge7.csv,n20degC,191,16,191,2,3.59177,4.19995,0.0,3.00108,-20.61107,25.02773
610_Charge8.csv,n20degC,192,16,192,2,3.58806,4.19995,0.0,2.99853,-19.98012,25.23805
610_HWFET.csv,n20degC,33345,16,33345,0,2.79909,4.20046,-5.99956,1.49926,-19.98012,-16.40473
610_LA92.csv,n20degC,52485,16,52485,0,2.79959,4.20046,-5.99956,1.57844,-19.98012,-16.93052
610_Mixed1.csv,n20degC,45343,16,45343,1,2.79487,4.20147,-6.22176,1.57844,-19.98012,-15.24799
610_Mixed2.csv,n20degC,43043,16,43043,0,2.79791,4.20147,-6.27795,1.50437,-19.87496,-14.61704
610_UDDS.csv,n20degC,81911,16,81911,1,2.79925,4.20164,-5.99956,1.49926,-20.08528,-17.98211
610_US06.csv,n20degC,27606,16,27606,1,2.78796,4.20147,-6.25497,1.57589,-19.87496,-14.61704
611_Cap_1C.csv,n20degC,264,16,264,1,2.79993,4.1895,-3.00106,0.0,-20.19044,-15.56346
611_Charge10.csv,n20degC,191,16,191,3,3.60981,4.19995,0.0,3.00108,-19.87496,24.92257
611_Charge11.csv,n20degC,190,16,190,3,3.60273,4.19995,0.0,2.99853,-19.98012,25.02773
611_Charge12.csv,n20degC,190,16,190,1,3.60627,4.19995,0.0,3.00108,-20.08528,24.92257
611_Charge13.csv,n20degC,190,16,190,3,3.60357,4.19995,0.0,3.00108,-20.08528,24.92257
611_Charge14.csv,n20degC,190,16,190,3,3.60526,4.19995,0.0,3.00108,-19.98012,24.92257
611_Charge15.csv,n20degC,190,16,190,2,3.60138,4.19995,0.0,2.99853,-20.08528,25.44836
611_Charge17.csv,n20degC,131,16,131,4,4.18563,4.19979,0.0,0.17368,-20.19044,24.50194
611_Charge9.csv,n20degC,192,16,192,2,3.5793,4.19995,0.0,3.00108,-19.98012,24.92257
611_Mixed3.csv,n20degC,45163,16,45163,0,2.79942,4.20046,-6.23709,1.59888,-20.19044,-15.77378
611_Mixed4.csv,n20degC,46053,16,46053,1,2.79959,4.20097,-6.00211,1.55801,-19.98012,-15.77378
611_Mixed5.csv,n20degC,45458,16,45458,1,2.79976,4.20113,-6.00211,1.51459,-20.08528,-14.93251
611_Mixed6.csv,n20degC,44196,16,44196,1,2.78897,4.2013,-6.01488,1.60398,-19.98012,-15.9841
611_Mixed7.csv,n20degC,40683,16,40683,1,2.79942,4.19962,-6.0251,1.52736,-20.08528,-15.9841
611_Mixed8.csv,n20degC,46763,16,46763,1,2.79487,4.20046,-6.12215,1.58866,-19.98012,-15.66862
611_PausCycl.csv,n20degC,16617,16,16617,0,3.13772,4.20147,-5.99956,1.49671,-20.08528,-18.19243
